code_zone_geo;zone_geographique;annee;code_type_org;type_d_organisme;code_indicateur;indicateur;code_type_pers;type_de_personnel;secret;non_disponible;etat_des_donnees;valeur
03;Guyane;2013;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;semi-définitif;
03;Guyane;2013;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;semi-définitif;
04;La Réunion;2002;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
04;La Réunion;2011;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
04;La Réunion;2012;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
07;Régions d'outre-mer;2001;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
07;Régions d'outre-mer;2005;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1189.86
07;Régions d'outre-mer;2012;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;241.55
07;Régions d'outre-mer;2013;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;semi-définitif;2446.98
100;France;2009;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;387569.81
01;Guadeloupe;2006;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
01;Guadeloupe;2008;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;définitif;
01;Guadeloupe;2009;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
02;Martinique;2001;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
02;Martinique;2008;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
02;Martinique;2009;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
02;Martinique;2009;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
02;Martinique;2011;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
02;Martinique;2012;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
02;Martinique;2013;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;semi-définitif;22.18
03;Guyane;2003;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
03;Guyane;2003;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
03;Guyane;2004;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;définitif;
03;Guyane;2004;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
06;Mayotte;2011;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;0.61
07;Régions d'outre-mer;2001;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
07;Régions d'outre-mer;2011;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;2478.3
100;France;2005;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;154690.4
100;France;2007;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;124576.91
100;France;2009;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;161678.97
100;France;2009;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;225890.84
100;France;2012;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;411779.99
100;France;2013;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;semi-définitif;47480.45
11;Île-de-France;2009;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;55609.38
11;Île-de-France;2013;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;semi-définitif;28823.24
21;Champagne-Ardenne;2001;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;594.92
21;Champagne-Ardenne;2002;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;614.37
21;Champagne-Ardenne;2005;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1393.58
21;Champagne-Ardenne;2006;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;1421.84
21;Champagne-Ardenne;2008;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;2234.46
21;Champagne-Ardenne;2010;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;1294.73
22;Picardie;2006;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;373.7
22;Picardie;2008;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;94.11
22;Picardie;2010;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2043.94
22;Picardie;2013;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;semi-définitif;2170.31
23;Haute-Normandie;2005;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1590.83
23;Haute-Normandie;2006;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;2596.66
23;Haute-Normandie;2009;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;6291.66
23;Haute-Normandie;2009;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;4777.64
23;Haute-Normandie;2010;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;1506.87
23;Haute-Normandie;2013;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;semi-définitif;3720.48
24;Centre;2002;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;9631.83
24;Centre;2008;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1934.69
24;Centre;2009;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;5363.2
24;Centre;2013;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;semi-définitif;1888.13
25;Basse-Normandie;2008;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;400.58
25;Basse-Normandie;2008;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1144.23
25;Basse-Normandie;2009;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;1880.65
25;Basse-Normandie;2011;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;161.16
26;Bourgogne;2001;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;103.93
26;Bourgogne;2007;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;133.84
26;Bourgogne;2011;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;2191.18
24;Centre;2005;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;3335.94
25;Basse-Normandie;2003;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;684.82
25;Basse-Normandie;2005;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2361.64
25;Basse-Normandie;2005;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;1105.72
26;Bourgogne;2010;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;2275.04
26;Bourgogne;2012;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;1861.23
26;Bourgogne;2012;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1444.93
43;Franche-Comté;2008;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;1250.3
43;Franche-Comté;2009;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;6038.59
43;Franche-Comté;2010;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2586.83
52;Pays de la Loire;2001;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;5041.41
52;Pays de la Loire;2005;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;1718.19
53;Bretagne;2006;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;4872.96
53;Bretagne;2008;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;2663.09
54;Poitou-Charentes;2005;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;134.45
54;Poitou-Charentes;2006;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;1873.06
54;Poitou-Charentes;2009;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;2029.22
72;Aquitaine;2001;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;302.17
72;Aquitaine;2011;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;5567.37
72;Aquitaine;2012;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;2324.06
72;Aquitaine;2013;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;semi-définitif;2281.52
73;Midi-Pyrénées;2002;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;2132.72
73;Midi-Pyrénées;2002;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;11271.39
73;Midi-Pyrénées;2004;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;2701.27
73;Midi-Pyrénées;2005;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;13974.75
73;Midi-Pyrénées;2010;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;3483.22
73;Midi-Pyrénées;2011;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;1269.11
74;Limousin;2001;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;37.98
74;Limousin;2003;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;124.38
74;Limousin;2004;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;486.19
74;Limousin;2004;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;76.17
74;Limousin;2006;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;436.05
31;Nord-Pas-de-Calais;2004;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;580.49
31;Nord-Pas-de-Calais;2007;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;290.93
31;Nord-Pas-de-Calais;2008;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;364.23
31;Nord-Pas-de-Calais;2008;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;5161.84
31;Nord-Pas-de-Calais;2013;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;semi-définitif;4855.18
41;Lorraine;2005;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1085.68
41;Lorraine;2006;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;614.12
41;Lorraine;2007;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;4240.46
41;Lorraine;2007;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;310.0
41;Lorraine;2009;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;4340.85
41;Lorraine;2013;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;semi-définitif;307.79
42;Alsace;2001;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1697.45
42;Alsace;2003;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;4546.09
42;Alsace;2009;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;9111.48
42;Alsace;2010;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;2522.77
42;Alsace;2011;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;5078.38
43;Franche-Comté;2003;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2757.19
43;Franche-Comté;2012;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;6040.21
43;Franche-Comté;2013;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;semi-définitif;1393.14
43;Franche-Comté;2013;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;semi-définitif;5841.39
52;Pays de la Loire;2001;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;6026.88
52;Pays de la Loire;2004;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;4332.71
52;Pays de la Loire;2009;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2901.56
52;Pays de la Loire;2012;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;5771.93
53;Bretagne;2003;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;4164.41
53;Bretagne;2007;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;1335.27
53;Bretagne;2007;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;8751.72
82;Rhône-Alpes;2002;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;1204.15
82;Rhône-Alpes;2003;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;1241.7
82;Rhône-Alpes;2003;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;11203.75
82;Rhône-Alpes;2010;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;17883.17
82;Rhône-Alpes;2011;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;3714.25
83;Auvergne;2008;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;663.54
83;Auvergne;2008;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2846.23
83;Auvergne;2011;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1376.27
83;Auvergne;2012;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1710.77
91;Languedoc-Roussillon;2001;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;10271.86
91;Languedoc-Roussillon;2002;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;1005.53
91;Languedoc-Roussillon;2005;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;3192.25
91;Languedoc-Roussillon;2006;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;5085.54
91;Languedoc-Roussillon;2007;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;5201.94
91;Languedoc-Roussillon;2009;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;1683.54
91;Languedoc-Roussillon;2010;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;4241.01
91;Languedoc-Roussillon;2011;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2300.23
93;Provence-Alpes-Côte d'Azur;2002;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;7010.08
93;Provence-Alpes-Côte d'Azur;2003;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
93;Provence-Alpes-Côte d'Azur;2004;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;7626.15
93;Provence-Alpes-Côte d'Azur;2008;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
93;Provence-Alpes-Côte d'Azur;2011;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;5201.67
93;Provence-Alpes-Côte d'Azur;2012;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
93;Provence-Alpes-Côte d'Azur;2013;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;semi-définitif;
93;Provence-Alpes-Côte d'Azur;2013;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;semi-définitif;8240.45
94;Corse;2003;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
94;Corse;2004;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
94;Corse;2005;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;définitif;
94;Corse;2006;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
94;Corse;2007;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
94;Corse;2009;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
94;Corse;2013;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;semi-définitif;
95;Provence-Alpes-Côte d'Azur + Corse;2004;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;1308.89
95;Provence-Alpes-Côte d'Azur + Corse;2006;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;8046.68
95;Provence-Alpes-Côte d'Azur + Corse;2007;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;8891.21
95;Provence-Alpes-Côte d'Azur + Corse;2007;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;4203.47
95;Provence-Alpes-Côte d'Azur + Corse;2009;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;26037.06
95;Provence-Alpes-Côte d'Azur + Corse;2010;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;9783.01
95;Provence-Alpes-Côte d'Azur + Corse;2012;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;28560.58
95;Provence-Alpes-Côte d'Azur + Corse;2013;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;semi-définitif;5773.62
97;Corse + Régions d'outre-mer;2001;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;2139.05
97;Corse + Régions d'outre-mer;2003;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1311.21
97;Corse + Régions d'outre-mer;2004;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
97;Corse + Régions d'outre-mer;2006;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
97;Corse + Régions d'outre-mer;2008;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
97;Corse + Régions d'outre-mer;2008;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;258.37
97;Corse + Régions d'outre-mer;2009;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
97;Corse + Régions d'outre-mer;2013;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;semi-définitif;1181.81
97;Corse + Régions d'outre-mer;2013;2;Entreprises;dird;Dépense intérieure de R&D;;;oui;non;semi-définitif;
98;Non ventilé;2006;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;5371.07
98;Non ventilé;2006;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;3511.42
99;Étranger;2010;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;588.41
06;Mayotte;2006;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
06;Mayotte;2009;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
07;Régions d'outre-mer;2001;2;Entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
07;Régions d'outre-mer;2002;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;définitif;
07;Régions d'outre-mer;2005;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;2436.35
07;Régions d'outre-mer;2007;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;8.88
100;France;2005;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;349681.9
11;Île-de-France;2003;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;77898.28
11;Île-de-France;2006;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;15121.08
02;Martinique;2007;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
03;Guyane;2001;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;définitif;
04;La Réunion;2007;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
04;La Réunion;2010;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;24.65
04;La Réunion;2012;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;323.79
06;Mayotte;2002;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
06;Mayotte;2006;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
06;Mayotte;2010;2;Entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
06;Mayotte;2011;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
06;Mayotte;2012;2;Entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
07;Régions d'outre-mer;2003;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;1089.66
07;Régions d'outre-mer;2013;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;semi-définitif;1054.89
100;France;2005;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;95670.01
100;France;2011;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;90672.03
100;France;2012;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;30041.4
11;Île-de-France;2004;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;80917.35
11;Île-de-France;2005;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;9922.07
11;Île-de-France;2006;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;32694.15
11;Île-de-France;2007;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;86628.13
01;Guadeloupe;2012;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;65.79
01;Guadeloupe;2013;2;Entreprises;dird;Dépense intérieure de R&D;;;oui;non;semi-définitif;
01;Guadeloupe;2013;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;semi-définitif;
02;Martinique;2001;2;Entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
02;Martinique;2005;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
02;Martinique;2013;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;oui;non;semi-définitif;
03;Guyane;2002;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
03;Guyane;2005;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
03;Guyane;2007;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
04;La Réunion;2001;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
04;La Réunion;2001;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
23;Haute-Normandie;2013;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;semi-définitif;615.03
24;Centre;2010;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;283.02
24;Centre;2010;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1803.93
24;Centre;2012;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1837.14
25;Basse-Normandie;2009;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;763.79
25;Basse-Normandie;2012;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2752.26
26;Bourgogne;2002;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;1734.32
26;Bourgogne;2003;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;1668.33
26;Bourgogne;2005;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1069.7
26;Bourgogne;2007;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;248.17
26;Bourgogne;2009;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;421.09
26;Bourgogne;2010;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;4716.53
26;Bourgogne;2010;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1381.71
31;Nord-Pas-de-Calais;2003;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;580.37
06;Mayotte;2010;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;définitif;
11;Île-de-France;2010;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;148781.76
11;Île-de-France;2011;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;99488.82
11;Île-de-France;2012;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;102903.34
11;Île-de-France;2013;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;semi-définitif;5896.88
21;Champagne-Ardenne;2002;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;169.81
21;Champagne-Ardenne;2004;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;169.6
21;Champagne-Ardenne;2007;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;687.12
21;Champagne-Ardenne;2009;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;2837.15
21;Champagne-Ardenne;2010;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;2944.78
21;Champagne-Ardenne;2010;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;936.19
21;Champagne-Ardenne;2013;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;semi-définitif;89.01
22;Picardie;2007;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;2145.63
22;Picardie;2009;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;5396.84
22;Picardie;2010;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;1369.65
22;Picardie;2012;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;430.47
