code_zone_geo;zone_geographique;annee;code_type_org;type_d_organisme;code_indicateur;indicateur;code_type_pers;type_de_personnel;secret;non_disponible;etat_des_donnees;valeur
02;Martinique;2012;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
02;Martinique;2012;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;70.1
03;Guyane;2003;2;Entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
03;Guyane;2005;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
03;Guyane;2010;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;définitif;
03;Guyane;2011;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;226.57
03;Guyane;2011;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;définitif;
03;Guyane;2012;2;Entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
04;La Réunion;2006;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;définitif;
04;La Réunion;2011;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
06;Mayotte;2001;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
22;Picardie;2002;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;1370.46
23;Haute-Normandie;2005;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;101.38
26;Bourgogne;2007;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;382.01
26;Bourgogne;2007;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2269.14
26;Bourgogne;2010;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2441.49
26;Bourgogne;2011;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;289.83
26;Bourgogne;2012;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;1466.45
31;Nord-Pas-de-Calais;2005;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;3063.98
31;Nord-Pas-de-Calais;2006;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;308.47
31;Nord-Pas-de-Calais;2008;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;2361.13
31;Nord-Pas-de-Calais;2010;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;5919.28
31;Nord-Pas-de-Calais;2011;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;843.09
31;Nord-Pas-de-Calais;2011;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;3389.2
41;Lorraine;2002;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;3125.77
41;Lorraine;2002;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2507.37
41;Lorraine;2002;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;1531.07
41;Lorraine;2003;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1160.32
41;Lorraine;2007;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;4376.2
41;Lorraine;2013;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;semi-définitif;2525.51
42;Alsace;2001;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;3670.22
42;Alsace;2004;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;308.89
42;Alsace;2005;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;321.07
42;Alsace;2006;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;334.46
42;Alsace;2008;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2824.04
42;Alsace;2009;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;2394.33
42;Alsace;2010;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;2013.99
43;Franche-Comté;2003;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;787.21
43;Franche-Comté;2003;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1969.98
43;Franche-Comté;2004;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;71.68
43;Franche-Comté;2008;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2853.77
43;Franche-Comté;2009;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;803.1
52;Pays de la Loire;2001;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;235.23
52;Pays de la Loire;2010;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;7968.4
52;Pays de la Loire;2013;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;semi-définitif;5793.33
53;Bretagne;2003;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;2189.18
54;Poitou-Charentes;2003;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;783.04
54;Poitou-Charentes;2007;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;1892.29
54;Poitou-Charentes;2008;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;2022.46
54;Poitou-Charentes;2013;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;semi-définitif;1093.82
72;Aquitaine;2005;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;10657.58
72;Aquitaine;2008;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;3021.04
72;Aquitaine;2010;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;7685.87
73;Midi-Pyrénées;2004;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;1691.2
73;Midi-Pyrénées;2006;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;8844.55
73;Midi-Pyrénées;2008;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;837.18
73;Midi-Pyrénées;2009;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;15901.0
73;Midi-Pyrénées;2012;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;20862.87
73;Midi-Pyrénées;2013;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;semi-définitif;20425.42
74;Limousin;2001;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;67.0
74;Limousin;2001;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;622.09
74;Limousin;2002;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;826.47
74;Limousin;2005;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;48.55
74;Limousin;2006;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;974.28
74;Limousin;2007;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;128.46
74;Limousin;2010;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;279.5
82;Rhône-Alpes;2004;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;3959.17
82;Rhône-Alpes;2004;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;5359.69
82;Rhône-Alpes;2004;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;2697.45
82;Rhône-Alpes;2006;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;10726.06
82;Rhône-Alpes;2006;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;13666.01
82;Rhône-Alpes;2007;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;43734.82
82;Rhône-Alpes;2011;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;6116.98
82;Rhône-Alpes;2013;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;semi-définitif;18022.16
82;Rhône-Alpes;2013;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;semi-définitif;18786.2
82;Rhône-Alpes;2013;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;semi-définitif;12492.63
83;Auvergne;2005;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;644.14
83;Auvergne;2006;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;603.28
83;Auvergne;2006;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2630.51
83;Auvergne;2006;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;4247.48
83;Auvergne;2013;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;semi-définitif;793.89
83;Auvergne;2013;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;semi-définitif;205.34
91;Languedoc-Roussillon;2007;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;4070.96
91;Languedoc-Roussillon;2013;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;semi-définitif;6106.12
91;Languedoc-Roussillon;2013;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;semi-définitif;2162.69
93;Provence-Alpes-Côte d'Azur;2001;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;4547.94
93;Provence-Alpes-Côte d'Azur;2006;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
93;Provence-Alpes-Côte d'Azur;2006;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;définitif;
93;Provence-Alpes-Côte d'Azur;2007;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
21;Champagne-Ardenne;2011;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;1261.56
21;Champagne-Ardenne;2011;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;194.9
21;Champagne-Ardenne;2012;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;893.45
22;Picardie;2009;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;885.75
22;Picardie;2010;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;924.46
22;Picardie;2011;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;949.1
22;Picardie;2013;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;semi-définitif;1445.3
23;Haute-Normandie;2002;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2519.8
23;Haute-Normandie;2006;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;5963.82
23;Haute-Normandie;2008;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;675.66
23;Haute-Normandie;2013;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;semi-définitif;476.64
24;Centre;2001;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;1309.6
24;Centre;2002;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1884.91
24;Centre;2003;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;9937.71
24;Centre;2005;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;10011.95
24;Centre;2011;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;805.22
24;Centre;2011;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;6963.21
24;Centre;2012;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;1090.38
25;Basse-Normandie;2001;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;1639.51
25;Basse-Normandie;2001;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;644.11
25;Basse-Normandie;2002;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;189.18
25;Basse-Normandie;2011;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;468.33
25;Basse-Normandie;2012;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;488.2
25;Basse-Normandie;2013;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;semi-définitif;484.53
26;Bourgogne;2002;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;714.39
26;Bourgogne;2005;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;113.07
26;Bourgogne;2008;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;806.76
26;Bourgogne;2009;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;145.18
26;Bourgogne;2009;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;1558.79
26;Bourgogne;2010;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;429.59
26;Bourgogne;2010;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;747.79
06;Mayotte;2006;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
06;Mayotte;2007;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
06;Mayotte;2009;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;définitif;
06;Mayotte;2010;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
06;Mayotte;2010;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
07;Régions d'outre-mer;2002;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
07;Régions d'outre-mer;2002;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;372.06
07;Régions d'outre-mer;2003;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1211.28
07;Régions d'outre-mer;2004;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;44.07
07;Régions d'outre-mer;2006;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1235.95
07;Régions d'outre-mer;2009;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;11.06
07;Régions d'outre-mer;2012;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;111.2
100;France;2001;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;177372.11
100;France;2009;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;26425.93
11;Île-de-France;2001;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;9797.63
11;Île-de-France;2002;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;53203.9
11;Île-de-France;2003;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;53303.24
11;Île-de-France;2004;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;48247.84
11;Île-de-France;2007;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;142501.86
11;Île-de-France;2007;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;10355.28
11;Île-de-France;2008;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;142786.79
93;Provence-Alpes-Côte d'Azur;2008;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;7909.99
93;Provence-Alpes-Côte d'Azur;2009;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;définitif;
93;Provence-Alpes-Côte d'Azur;2010;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
93;Provence-Alpes-Côte d'Azur;2013;2;Entreprises;dird;Dépense intérieure de R&D;;;oui;non;semi-définitif;
94;Corse;2001;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;102.5
94;Corse;2002;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;13.13
94;Corse;2004;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
94;Corse;2004;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
94;Corse;2011;2;Entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
94;Corse;2012;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
94;Corse;2012;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;126.2
95;Provence-Alpes-Côte d'Azur + Corse;2001;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;13081.83
95;Provence-Alpes-Côte d'Azur + Corse;2002;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;7117.33
95;Provence-Alpes-Côte d'Azur + Corse;2004;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;12571.62
95;Provence-Alpes-Côte d'Azur + Corse;2008;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;5294.92
95;Provence-Alpes-Côte d'Azur + Corse;2010;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;5284.31
95;Provence-Alpes-Côte d'Azur + Corse;2013;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;semi-définitif;20531.48
97;Corse + Régions d'outre-mer;2003;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;définitif;
97;Corse + Régions d'outre-mer;2003;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;385.19
97;Corse + Régions d'outre-mer;2004;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;2513.74
97;Corse + Régions d'outre-mer;2005;2;Entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
97;Corse + Régions d'outre-mer;2008;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
97;Corse + Régions d'outre-mer;2012;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
99;Étranger;2012;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;810.17
21;Champagne-Ardenne;2006;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;267.48
21;Champagne-Ardenne;2007;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;913.54
11;Île-de-France;2009;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;58089.48
11;Île-de-France;2013;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;semi-définitif;105816.77
11;Île-de-France;2013;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;semi-définitif;12767.39
21;Champagne-Ardenne;2001;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;641.7
21;Champagne-Ardenne;2003;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;2815.19
52;Pays de la Loire;2006;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;838.49
52;Pays de la Loire;2006;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;5441.28
52;Pays de la Loire;2008;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;946.7
52;Pays de la Loire;2009;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;1045.68
52;Pays de la Loire;2009;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;5908.55
53;Bretagne;2006;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;449.86
53;Bretagne;2009;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;2781.34
53;Bretagne;2010;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;9322.44
54;Poitou-Charentes;2001;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;599.98
54;Poitou-Charentes;2006;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2027.59
03;Guyane;2011;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
03;Guyane;2012;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;définitif;
03;Guyane;2012;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
04;La Réunion;2001;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
04;La Réunion;2005;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
04;La Réunion;2005;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
04;La Réunion;2005;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;définitif;
04;La Réunion;2009;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
04;La Réunion;2010;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
06;Mayotte;2003;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
06;Mayotte;2008;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
07;Régions d'outre-mer;2007;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1306.87
07;Régions d'outre-mer;2008;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;2448.66
07;Régions d'outre-mer;2008;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;2334.75
100;France;2013;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;semi-définitif;418140.03
01;Guadeloupe;2001;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
01;Guadeloupe;2003;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
01;Guadeloupe;2004;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
01;Guadeloupe;2004;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
02;Martinique;2002;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
02;Martinique;2003;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
02;Martinique;2005;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
02;Martinique;2012;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;70.19
03;Guyane;2008;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
06;Mayotte;2003;2;Entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
07;Régions d'outre-mer;2002;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
07;Régions d'outre-mer;2003;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;17.54
07;Régions d'outre-mer;2004;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1184.79
07;Régions d'outre-mer;2010;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;2287.97
100;France;2001;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;152374.49
100;France;2003;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;56906.91
100;France;2010;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;27454.57
100;France;2011;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;163380.11
100;France;2011;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;62572.72
11;Île-de-France;2002;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;76398.37
11;Île-de-France;2002;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;21398.33
11;Île-de-France;2003;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;81250.36
11;Île-de-France;2003;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;45653.48
11;Île-de-France;2005;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;80746.48
11;Île-de-France;2006;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;55568.73
11;Île-de-France;2010;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;34259.9
11;Île-de-France;2011;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;50871.67
11;Île-de-France;2012;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;97982.02
11;Île-de-France;2012;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;29286.15
11;Île-de-France;2013;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;semi-définitif;55210.17
21;Champagne-Ardenne;2003;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1418.56
21;Champagne-Ardenne;2013;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;semi-définitif;906.85
22;Picardie;2001;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;1057.2
22;Picardie;2001;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;3867.03
22;Picardie;2002;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;2639.21
22;Picardie;2002;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;71.32
22;Picardie;2006;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2689.78
22;Picardie;2006;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1870.5
22;Picardie;2008;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;5692.15
22;Picardie;2009;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;438.23
22;Picardie;2010;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;445.2
22;Picardie;2013;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;semi-définitif;422.62
23;Haute-Normandie;2002;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1542.03
23;Haute-Normandie;2003;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;472.28
23;Haute-Normandie;2011;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;4570.45
